Groups:
CoBiBi,50.166668
MAMALIGA,15.5
salvador,27.0
smartrun,6.3333335

Warriors:
CoBiBi1,36.833336
CoBiBi2,13.333334
MAMALIGA1,8.5
MAMALIGA2,7.0
salvador1,12.0
salvador2,15.0
smartrun1,3.3333335
smartrun2,3.0
